fname,label,language,gender,age
Batch1/Anthony_Hopkins/79/79_000577_001000_000.wav,Anthony_Hopkins,english,Male,79
Batch1/Anthony_Hopkins/79/79_001270_001569_000.wav,Anthony_Hopkins,english,Male,79
Batch1/Anthony_Hopkins/79/79_001597_001705_000.wav,Anthony_Hopkins,english,Male,79
Batch1/Anthony_Hopkins/79/79_001941_002872_000.wav,Anthony_Hopkins,english,Male,79
Batch1/Barry_Bostwick/27/27_001645_001739_000.wav,Barry_Bostwick,english,Male,27
Batch1/Barry_Bostwick/27/27_001872_001977_000.wav,Barry_Bostwick,english,Male,27
Batch1/Barry_Bostwick/39/39_000758_001263_000.wav,Barry_Bostwick,english,Male,39
Batch1/Barry_Bostwick/40/40_009328_009429_000.wav,Barry_Bostwick,english,Male,40
Batch1/Barry_Bostwick/43/43_016682_016772_000.wav,Barry_Bostwick,english,Male,43
Batch1/Barry_Bostwick/43/43_017480_017607_000.wav,Barry_Bostwick,english,Male,43
Batch1/Barry_Bostwick/44/44_001847_001995_000.wav,Barry_Bostwick,english,Male,44
Batch1/Barry_Bostwick/48/48_017919_018035_000.wav,Barry_Bostwick,english,Male,48
Batch1/Barry_Bostwick/48/48_025379_025477_000.wav,Barry_Bostwick,english,Male,48
Batch1/Barry_Bostwick/48/48_151866_151975_000.wav,Barry_Bostwick,english,Male,48
Batch1/Barry_Bostwick/55/55(2)_003690_003830_000.wav,Barry_Bostwick,english,Male,55
Batch1/Barry_Bostwick/58/58_000194_000568_000.wav,Barry_Bostwick,english,Male,58
Batch1/Barry_Bostwick/58/58_010470_010755_000.wav,Barry_Bostwick,english,Male,58
Batch1/Barry_Bostwick/58/58_011999_012230_000.wav,Barry_Bostwick,english,Male,58
Batch1/Barry_Bostwick/58/58_016366_016622_000.wav,Barry_Bostwick,english,Male,58
Batch1/Barry_Bostwick/64/64_000847_001011_000.wav,Barry_Bostwick,english,Male,64
Batch1/Barry_Bostwick/64/64_001437_001760_000.wav,Barry_Bostwick,english,Male,64
Batch1/Barry_Bostwick/67/67_000006_000300_000.wav,Barry_Bostwick,english,Male,67
Batch1/Barry_Bostwick/67/67_000575_000776_000.wav,Barry_Bostwick,english,Male,67
Batch1/Barry_Bostwick/67/67_000811_001000_000.wav,Barry_Bostwick,english,Male,67
Batch1/Barry_Bostwick/67/67_003650_003866_000.wav,Barry_Bostwick,english,Male,67
Batch1/Barry_Bostwick/68/68(2)_001840_001927_000.wav,Barry_Bostwick,english,Male,68
Batch1/Barry_Bostwick/68/68_000453_000646_000.wav,Barry_Bostwick,english,Male,68
Batch1/Barry_Bostwick/68/68_001525_001940_000.wav,Barry_Bostwick,english,Male,68
Batch1/Barry_Bostwick/68/68_003395_003656_000.wav,Barry_Bostwick,english,Male,68
Batch1/Barry_Bostwick/69/69_000532_000666_000.wav,Barry_Bostwick,english,Male,69
Batch1/Barry_Bostwick/69/69_001464_001586_000.wav,Barry_Bostwick,english,Male,69
Batch1/Barry_Bostwick/69/69_001760_002274_000.wav,Barry_Bostwick,english,Male,69
Batch1/Barry_Bostwick/70/70_057690_058111_000.wav,Barry_Bostwick,english,Male,70
Batch1/Bill_Maher/26/26_000268_000827_000.wav,Bill_Maher,english,Male,26
Batch1/Bill_Maher/26/26_001105_001250_000.wav,Bill_Maher,english,Male,26
Batch1/Bill_Maher/26/26_001317_001500_000.wav,Bill_Maher,english,Male,26
Batch1/Bill_Maher/28/28_001207_001640_000.wav,Bill_Maher,english,Male,28
Batch1/Bill_Maher/28/28_001867_002533_000.wav,Bill_Maher,english,Male,28
Batch1/Bill_Maher/31/31_008710_008808_000.wav,Bill_Maher,english,Male,31
Batch1/Bill_Maher/31/31_009355_009450_000.wav,Bill_Maher,english,Male,31
Batch1/Bill_Maher/34/34_016090_016338_000.wav,Bill_Maher,english,Male,34
Batch1/Bill_Maher/34/34_016400_016730_000.wav,Bill_Maher,english,Male,34
Batch1/Bill_Maher/34/34_017260_017508_000.wav,Bill_Maher,english,Male,34
Batch1/Bill_Maher/34/34_017629_018128_000.wav,Bill_Maher,english,Male,34
Batch1/Bill_Maher/37/37_005350_005858_000.wav,Bill_Maher,english,Male,37
Batch1/Bill_Maher/37/37_005920_006063_000.wav,Bill_Maher,english,Male,37
Batch1/Bill_Maher/37/37_006111_006774_000.wav,Bill_Maher,english,Male,37
Batch1/Bill_Maher/38/38(2)_009970_010101_000.wav,Bill_Maher,english,Male,38
Batch1/Bill_Maher/38/38(2)_010195_010445_000.wav,Bill_Maher,english,Male,38
Batch1/Bill_Maher/39/39(2)_013588_014180_000.wav,Bill_Maher,english,Male,39
Batch1/Bill_Maher/41/41_001074_001264_000.wav,Bill_Maher,english,Male,41
Batch1/Bill_Maher/41/41_001598_002236_000.wav,Bill_Maher,english,Male,41
Batch1/Bill_Maher/41/41_002363_002803_000.wav,Bill_Maher,english,Male,41
Batch1/Bill_Maher/44/44_000653_000977_000.wav,Bill_Maher,english,Male,44
Batch1/Bill_Maher/44/44_002456_002734_000.wav,Bill_Maher,english,Male,44
Batch1/Bill_Maher/44/44_006177_006622_000.wav,Bill_Maher,english,Male,44
Batch1/Bill_Maher/45/45_002276_002440_000.wav,Bill_Maher,english,Male,45
Batch1/Bill_Maher/45/45_003144_003500_000.wav,Bill_Maher,english,Male,45
Batch1/Bill_Maher/46/46_002988_003411_000.wav,Bill_Maher,english,Male,46
Batch1/Bill_Maher/46/46_015380_015610_000.wav,Bill_Maher,english,Male,46
Batch1/Bill_Maher/47/47_006127_006646_000.wav,Bill_Maher,english,Male,47
Batch1/Bill_Maher/47/47_006657_006935_000.wav,Bill_Maher,english,Male,47
Batch1/Bill_Maher/47/47_006969_007511_000.wav,Bill_Maher,english,Male,47
Batch1/Bill_Maher/48/48_000302_001838_000.wav,Bill_Maher,english,Male,48
Batch1/Bill_Maher/49/49_001788_001989_000.wav,Bill_Maher,english,Male,49
Batch1/Bill_Maher/49/49_002188_002455_000.wav,Bill_Maher,english,Male,49
Batch1/Bill_Maher/49/49_002836_003606_000.wav,Bill_Maher,english,Male,49
Batch1/Bill_Maher/50/50_001312_001820_000.wav,Bill_Maher,english,Male,50
Batch1/Bill_Maher/50/50_001970_002274_000.wav,Bill_Maher,english,Male,50
Batch1/Bill_Maher/50/50_002390_002683_000.wav,Bill_Maher,english,Male,50
Batch1/Bill_Maher/50/50_002745_002947_000.wav,Bill_Maher,english,Male,50
Batch1/Bill_Maher/50/50_002989_003466_000.wav,Bill_Maher,english,Male,50
Batch1/Bill_Maher/50/50_003644_004818_000.wav,Bill_Maher,english,Male,50
Batch1/Bill_Maher/51/51_004378_004833_000.wav,Bill_Maher,english,Male,51
Batch1/Bill_Maher/51/51_008936_009117_000.wav,Bill_Maher,english,Male,51
Batch1/Bill_Maher/52/52_000025_000447_000.wav,Bill_Maher,english,Male,52
Batch1/Bill_Maher/52/52_000537_000760_000.wav,Bill_Maher,english,Male,52
Batch1/Bill_Maher/52/52_000781_001068_000.wav,Bill_Maher,english,Male,52
Batch1/Bill_Maher/53/53_000350_000672_000.wav,Bill_Maher,english,Male,53
Batch1/Bill_Maher/53/53_000703_000818_000.wav,Bill_Maher,english,Male,53
Batch1/Bill_Maher/53/53_001093_001338_000.wav,Bill_Maher,english,Male,53
Batch1/Bill_Maher/53/53_001651_001790_000.wav,Bill_Maher,english,Male,53
Batch1/Bill_Maher/53/53_001913_002094_000.wav,Bill_Maher,english,Male,53
Batch1/Bill_Maher/54/54_000041_000206_000.wav,Bill_Maher,english,Male,54
Batch1/Bill_Maher/54/54_000260_000494_000.wav,Bill_Maher,english,Male,54
Batch1/Bill_Maher/54/54_001922_002237_000.wav,Bill_Maher,english,Male,54
Batch1/Bill_Maher/55/55_004720_004980_000.wav,Bill_Maher,english,Male,55
Batch1/Bill_Maher/55/55_007155_007350_000.wav,Bill_Maher,english,Male,55
Batch1/Bill_Maher/57/57_001560_001716_000.wav,Bill_Maher,english,Male,57
Batch1/Bill_Maher/57/57_013380_013754_000.wav,Bill_Maher,english,Male,57
Batch1/Bill_Maher/58/58_000023_000342_000.wav,Bill_Maher,english,Male,58
Batch1/Bill_Maher/58/58_000583_000988_000.wav,Bill_Maher,english,Male,58
Batch1/Bill_Maher/59/59(1)_014532_014750_000.wav,Bill_Maher,english,Male,59
Batch1/Bill_Maher/59/59(2)_000181_000304_000.wav,Bill_Maher,english,Male,59
Batch1/Bill_Maher/59/59(2)_000601_001033_000.wav,Bill_Maher,english,Male,59
Batch1/Bill_Maher/60/60_000036_000183_000.wav,Bill_Maher,english,Male,60
Batch1/Bill_Maher/60/60_000234_000680_000.wav,Bill_Maher,english,Male,60
Batch1/Bill_Maher/60/60_003412_003730_000.wav,Bill_Maher,english,Male,60
Batch1/Billy_Connoly/36/36_033007_033106_000.wav,Billy_Connoly,english,Male,36
Batch1/Billy_Connoly/38/38_000043_000233_000.wav,Billy_Connoly,english,Male,38
Batch1/Billy_Connoly/38/38_000736_000966_000.wav,Billy_Connoly,english,Male,38
Batch1/Billy_Connoly/38/38_001122_001488_000.wav,Billy_Connoly,english,Male,38
Batch1/Billy_Connoly/40/40_000100_000344_000.wav,Billy_Connoly,english,Male,40
Batch1/Billy_Connoly/40/40_000433_000750_000.wav,Billy_Connoly,english,Male,40
Batch1/Billy_Connoly/44/44_000847_001237_000.wav,Billy_Connoly,english,Male,44
Batch1/Billy_Connoly/44/44_001319_001500_000.wav,Billy_Connoly,english,Male,44
Batch1/Billy_Connoly/45/45_055900_056055_000.wav,Billy_Connoly,english,Male,45
Batch1/Billy_Connoly/48/48_001250_001545_000.wav,Billy_Connoly,english,Male,48
Batch1/Billy_Connoly/50/50_013414_013636_000.wav,Billy_Connoly,english,Male,50
Batch1/Billy_Connoly/54/54_002513_002890_000.wav,Billy_Connoly,english,Male,54
Batch1/Billy_Connoly/54/54_004484_004800_000.wav,Billy_Connoly,english,Male,54
Batch1/Billy_Connoly/55/55_000616_000736_000.wav,Billy_Connoly,english,Male,55
Batch1/Billy_Connoly/55/55_001277_001755_000.wav,Billy_Connoly,english,Male,55
Batch1/Billy_Connoly/55/55_001277_001755_001.wav,Billy_Connoly,english,Male,55
Batch1/Billy_Connoly/55/55_001277_001755_002.wav,Billy_Connoly,english,Male,55
Batch1/Billy_Connoly/55/55_001277_001755_003.wav,Billy_Connoly,english,Male,55
Batch1/Billy_Connoly/56/56_001453_001766_000.wav,Billy_Connoly,english,Male,56
Batch1/Billy_Connoly/56/56_002999_003180_000.wav,Billy_Connoly,english,Male,56
Batch1/Billy_Connoly/59/59(2)_001260_001490_000.wav,Billy_Connoly,english,Male,59
Batch1/Billy_Connoly/59/59(2)_002512_002616_000.wav,Billy_Connoly,english,Male,59
Batch1/Billy_Connoly/59/59(2)_008680_008850_000.wav,Billy_Connoly,english,Male,59
Batch1/Billy_Connoly/59/59(3)_000110_000490_000.wav,Billy_Connoly,english,Male,59
Batch1/Billy_Connoly/59/59_002280_002396_000.wav,Billy_Connoly,english,Male,59
Batch1/Billy_Connoly/59/59_003720_004266_000.wav,Billy_Connoly,english,Male,59
Batch1/Billy_Connoly/61/61_004800_005200_000.wav,Billy_Connoly,english,Male,61
Batch1/Billy_Connoly/61/61_043970_044525_000.wav,Billy_Connoly,english,Male,61
Batch1/Billy_Connoly/61/61_079450_079670_000.wav,Billy_Connoly,english,Male,61
Batch1/Billy_Connoly/64/64(2)_005311_005569_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/64/64(3)_000590_000820_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/64/64(3)_001022_001177_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/64/64(3)_002290_002614_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/64/64_007599_008000_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/64/64_010260_010510_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/64/64_010750_011060_000.wav,Billy_Connoly,english,Male,64
Batch1/Billy_Connoly/67/67_029446_029766_000.wav,Billy_Connoly,english,Male,67
Batch1/Billy_Connoly/68/68(2)_001788_001900_000.wav,Billy_Connoly,english,Male,68
Batch1/Billy_Connoly/68/68_043168_043418_000.wav,Billy_Connoly,english,Male,68
Batch1/Billy_Connoly/70/70(1)_000600_000977_000.wav,Billy_Connoly,english,Male,70
Batch1/Billy_Connoly/70/70(1)_003733_004144_000.wav,Billy_Connoly,english,Male,70
Batch1/Billy_Connoly/70/70_001088_001766_000.wav,Billy_Connoly,english,Male,70
Batch1/Billy_Connoly/70/70_004632_004934_000.wav,Billy_Connoly,english,Male,70
Batch1/Billy_Connoly/72/72_001453_001846_000.wav,Billy_Connoly,english,Male,72
Batch1/Billy_Connoly/74/74_000138_000432_000.wav,Billy_Connoly,english,Male,74
Batch1/Billy_Connoly/74/74_000459_000570_000.wav,Billy_Connoly,english,Male,74
Batch1/Billy_Connoly/74/74_000850_001120_000.wav,Billy_Connoly,english,Male,74
Batch1/Billy_Crystal/29/29_003722_004034_000.wav,Billy_Crystal,english,Male,29
Batch1/Billy_Crystal/29/29_007280_007575_000.wav,Billy_Crystal,english,Male,29
Batch1/Billy_Crystal/29/29_011861_012078_000.wav,Billy_Crystal,english,Male,29
Batch1/Billy_Crystal/29/29_012165_012610_000.wav,Billy_Crystal,english,Male,29
Batch1/Billy_Crystal/30/30_002297_002545_000.wav,Billy_Crystal,english,Male,30
Batch1/Billy_Crystal/30/30_003400_003870_000.wav,Billy_Crystal,english,Male,30
Batch1/Billy_Crystal/30/30_004384_005188_000.wav,Billy_Crystal,english,Male,30
Batch1/Billy_Crystal/31/31_000788_001247_000.wav,Billy_Crystal,english,Male,31
Batch1/Billy_Crystal/31/31_001411_002018_000.wav,Billy_Crystal,english,Male,31
Batch1/Billy_Crystal/33/33_002927_003200_000.wav,Billy_Crystal,english,Male,33
Batch1/Billy_Crystal/34/34_000060_000280_000.wav,Billy_Crystal,english,Male,34
Batch1/Billy_Crystal/35/35_022153_022844_000.wav,Billy_Crystal,english,Male,35
Batch1/Billy_Crystal/36/36_002360_002833_000.wav,Billy_Crystal,english,Male,36
Batch1/Billy_Crystal/37/37_018801_018950_000.wav,Billy_Crystal,english,Male,37
Batch1/Billy_Crystal/37/37_019419_020015_000.wav,Billy_Crystal,english,Male,37
Batch1/Billy_Crystal/37/37_028055_028177_000.wav,Billy_Crystal,english,Male,37
Batch1/Billy_Crystal/38/38_029248_029375_000.wav,Billy_Crystal,english,Male,38
Batch1/Billy_Crystal/38/38_030730_031382_000.wav,Billy_Crystal,english,Male,38
Batch1/Billy_Crystal/39/39_002166_003377_000.wav,Billy_Crystal,english,Male,39
Batch1/Billy_Crystal/40/40_002127_002336_000.wav,Billy_Crystal,english,Male,40
Batch1/Billy_Crystal/40/40_002380_002572_000.wav,Billy_Crystal,english,Male,40
Batch1/Billy_Crystal/40/40_002834_003000_000.wav,Billy_Crystal,english,Male,40
Batch1/Billy_Crystal/41/41_001637_001990_000.wav,Billy_Crystal,english,Male,41
Batch1/Billy_Crystal/41/41_002485_002825_000.wav,Billy_Crystal,english,Male,41
Batch1/Billy_Crystal/42/42_002162_002347_000.wav,Billy_Crystal,english,Male,42
Batch1/Billy_Crystal/42/42_002762_002963_000.wav,Billy_Crystal,english,Male,42
Batch1/Billy_Crystal/43/43(1)_001756_001848_000.wav,Billy_Crystal,english,Male,43
Batch1/Billy_Crystal/43/43(2)_000950_001158_000.wav,Billy_Crystal,english,Male,43
Batch1/Billy_Crystal/43/43(2)_003000_003310_000.wav,Billy_Crystal,english,Male,43
Batch1/Billy_Crystal/44/44_000136_000493_000.wav,Billy_Crystal,english,Male,44
Batch1/Billy_Crystal/44/44_000539_000842_000.wav,Billy_Crystal,english,Male,44
Batch1/Billy_Crystal/44/44_000902_001223_000.wav,Billy_Crystal,english,Male,44
Batch1/Billy_Crystal/45/45_001706_002456_000.wav,Billy_Crystal,english,Male,45
Batch1/Billy_Crystal/46/46_002073_002266_000.wav,Billy_Crystal,english,Male,46
Batch1/Billy_Crystal/46/46_003080_003280_000.wav,Billy_Crystal,english,Male,46
Batch1/Billy_Crystal/47/47_000756_001755_000.wav,Billy_Crystal,english,Male,47
Batch1/Billy_Crystal/47/47_002880_003600_000.wav,Billy_Crystal,english,Male,47
Batch1/Billy_Crystal/49/49_000478_000615_000.wav,Billy_Crystal,english,Male,49
Batch1/Billy_Crystal/49/49_000828_000995_000.wav,Billy_Crystal,english,Male,49
Batch1/Billy_Crystal/49/49_005333_005648_000.wav,Billy_Crystal,english,Male,49
Batch1/Billy_Crystal/50/50_001053_001248_000.wav,Billy_Crystal,english,Male,50
Batch1/Billy_Crystal/50/50_004466_004650_000.wav,Billy_Crystal,english,Male,50
Batch1/Billy_Crystal/51/51_017245_017533_000.wav,Billy_Crystal,english,Male,51
Batch1/Billy_Crystal/52/52_003657_003988_000.wav,Billy_Crystal,english,Male,52
Batch1/Billy_Crystal/52/52_010190_010511_000.wav,Billy_Crystal,english,Male,52
Batch1/Billy_Crystal/53/53_000719_000825_000.wav,Billy_Crystal,english,Male,53
Batch1/Billy_Crystal/53/53_000904_001460_000.wav,Billy_Crystal,english,Male,53
Batch1/Billy_Crystal/53/53_001760_001860_000.wav,Billy_Crystal,english,Male,53
Batch1/Billy_Crystal/54/54_000760_001150_000.wav,Billy_Crystal,english,Male,54
Batch1/Billy_Crystal/54/54_001595_001848_000.wav,Billy_Crystal,english,Male,54
Batch1/Billy_Crystal/54/54_004822_005105_000.wav,Billy_Crystal,english,Male,54
Batch1/Billy_Crystal/55/55_000580_000968_000.wav,Billy_Crystal,english,Male,55
Batch1/Billy_Crystal/55/55_009489_009940_000.wav,Billy_Crystal,english,Male,55
Batch1/Billy_Crystal/56/56_001100_001377_000.wav,Billy_Crystal,english,Male,56
Batch1/Billy_Crystal/56/56_014958_015320_000.wav,Billy_Crystal,english,Male,56
Batch1/Billy_Crystal/62/62_002600_003254_000.wav,Billy_Crystal,english,Male,62
Batch1/Billy_Crystal/62/62_003335_003723_000.wav,Billy_Crystal,english,Male,62
Batch1/Billy_Crystal/62/62_003978_004802_000.wav,Billy_Crystal,english,Male,62
Batch1/Billy_Crystal/62/62_004862_005353_000.wav,Billy_Crystal,english,Male,62
Batch1/Billy_Crystal/63/63_001944_002200_000.wav,Billy_Crystal,english,Male,63
Batch1/Billy_Crystal/63/63_002258_002869_000.wav,Billy_Crystal,english,Male,63
Batch1/Billy_Crystal/64/64_000911_001238_000.wav,Billy_Crystal,english,Male,64
Batch1/Billy_Crystal/64/64_001958_002600_000.wav,Billy_Crystal,english,Male,64
Batch1/Billy_Crystal/66/66_002405_002965_000.wav,Billy_Crystal,english,Male,66
Batch1/Billy_Crystal/67/67_001564_002300_000.wav,Billy_Crystal,english,Male,67
Batch1/Billy_Crystal/67/67_002540_003688_000.wav,Billy_Crystal,english,Male,67
Batch1/Billy_Crystal/68/68(1)_002512_005382_000.wav,Billy_Crystal,english,Male,68
Batch1/Billy_Crystal/68/68(2)_009095_009520_000.wav,Billy_Crystal,english,Male,68
Batch1/Billy_Crystal/68/68(2)_009590_010090_000.wav,Billy_Crystal,english,Male,68
Batch1/Billy_Crystal/68/68(2)_022360_023063_000.wav,Billy_Crystal,english,Male,68
Batch1/Blythe_Danner/31/31_001394_001474_000.wav,Blythe_Danner,english,Female,31
Batch1/Blythe_Danner/32/32_037651_038188_000.wav,Blythe_Danner,english,Female,32
Batch1/Blythe_Danner/32/32_070620_070720_000.wav,Blythe_Danner,english,Female,32
Batch1/Blythe_Danner/32/32_096762_097721_000.wav,Blythe_Danner,english,Female,32
Batch1/Blythe_Danner/33/33_000143_000246_000.wav,Blythe_Danner,english,Female,33
Batch1/Blythe_Danner/33/33_000345_000465_000.wav,Blythe_Danner,english,Female,33
Batch1/Blythe_Danner/40/40_001790_001898_000.wav,Blythe_Danner,english,Female,40
Batch1/Blythe_Danner/43/43_019464_019565_000.wav,Blythe_Danner,english,Female,43
Batch1/Blythe_Danner/43/43_019909_020091_000.wav,Blythe_Danner,english,Female,43
Batch1/Blythe_Danner/43/43_058637_058732_000.wav,Blythe_Danner,english,Female,43
Batch1/Blythe_Danner/43/43_069228_069375_000.wav,Blythe_Danner,english,Female,43
Batch1/Blythe_Danner/52/52_001322_001408_000.wav,Blythe_Danner,english,Female,52
Batch1/Blythe_Danner/52/52_001877_002103_000.wav,Blythe_Danner,english,Female,52
Batch1/Blythe_Danner/52/52_005087_005366_000.wav,Blythe_Danner,english,Female,52
Batch1/Blythe_Danner/52/52_005474_005605_000.wav,Blythe_Danner,english,Female,52
Batch1/Blythe_Danner/54/54_000096_000209_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_002706_002799_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_004692_004786_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_012882_013126_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_013462_013620_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_014247_014443_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_015000_015490_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/54/54_024348_024495_000.wav,Blythe_Danner,english,Female,54
Batch1/Blythe_Danner/56/56_001459_001543_000.wav,Blythe_Danner,english,Female,56
Batch1/Blythe_Danner/56/56_001670_001788_000.wav,Blythe_Danner,english,Female,56
Batch1/Blythe_Danner/56/56_001861_001974_000.wav,Blythe_Danner,english,Female,56
Batch1/Blythe_Danner/60/60_002036_002153_000.wav,Blythe_Danner,english,Female,60
Batch1/Blythe_Danner/63/63_000867_001653_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_000867_001653_001.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_000867_001653_002.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_000867_001653_003.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_000867_001653_004.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_001774_002135_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_002368_002541_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_002600_002716_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_002744_003832_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_004294_004670_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_005254_005882_000.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_005254_005882_001.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_005254_005882_002.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_005254_005882_003.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/63/63_005254_005882_004.wav,Blythe_Danner,english,Female,63
Batch1/Blythe_Danner/66/66_053942_054078_000.wav,Blythe_Danner,english,Female,66
Batch1/Blythe_Danner/66/66_054589_054693_000.wav,Blythe_Danner,english,Female,66
Batch1/Blythe_Danner/66/66_055183_055260_000.wav,Blythe_Danner,english,Female,66
Batch1/Blythe_Danner/66/66_077341_077610_000.wav,Blythe_Danner,english,Female,66
Batch1/Blythe_Danner/66/66_086952_087146_000.wav,Blythe_Danner,english,Female,66
Batch1/Blythe_Danner/67/67(2)_000166_000661_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67(2)_000755_001459_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67(2)_001572_002405_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_001412_001638_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_002269_002445_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_003620_003877_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_004166_004476_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_004761_005097_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_005701_006150_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_007712_008185_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_008292_008635_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_009154_009562_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_013412_013678_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_013843_014117_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_014383_014497_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_014665_014860_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/67/67_014935_015306_000.wav,Blythe_Danner,english,Female,67
Batch1/Blythe_Danner/69/69_000005_000755_000.wav,Blythe_Danner,english,Female,69
Batch1/Blythe_Danner/69/69_000833_002080_000.wav,Blythe_Danner,english,Female,69
Batch1/Blythe_Danner/69/69_002144_002711_000.wav,Blythe_Danner,english,Female,69
Batch1/Blythe_Danner/69/69_002760_003351_000.wav,Blythe_Danner,english,Female,69
